Gene	log10_ci_low	log10_ci_high	log10_map
FAM126A	-2.2142393	-1.02448069	-1.5184042
FAM126B	-1.09080177	-0.07551845	-0.48953211
FAM129A	-6.07859638	-2.15399093	-3.45498141
FAM129B	-2.29760344	-1.41486918	-1.72539261
FAM129C	-3.28796567	-1.27155253	-1.78815424
FAM131A	-1.66030455	-0.54240058	-1.16889259
FAM131B	-1.22629824	-0.08502177	-0.61801117
FAM131C	-5.90336948	-1.03623626	-1.73404279
FAM132A	-6.18546286	-2.28584597	-4.00146329
FAM132B	-2.20720649	-0.00510755	-0.77606982
FAM133B	-4.31080816	-0.86002271	-1.58911862
FAM134A	-1.61408704	-0.33607312	-1.03976483
FAM134B	-2.17804091	-0.76863305	-1.40159263
FAM134C	-1.66843242	-0.54283817	-1.13946984
FAM135A	-1.74218089	-1.13680648	-1.43253957
FAM135B	-1.39476462	-0.65458147	-1.05517292
FAM13A	-5.89889968	-1.94877536	-2.74705833
FAM13B	-1.73398338	-0.98676997	-1.36979838
FAM13C	-2.0256779	-1.08529917	-1.50449186
FAM149A	-1.87206805	-0.77334623	-1.33840317
FAM149B1	-6.10153816	-2.12817184	-3.35208078
FAM150A	-6.12510374	-1.53051734	-2.22455925
FAM150B	-6.16981541	-1.93814914	-4.00748807
FAM151A	-6.0295482	-2.09471008	-3.09784302
FAM151B	-6.06280236	-2.02195128	-3.35349481
FAM153A	-5.70945952	-0.94892137	-1.67182282
FAM153B	-6.10429865	-2.13892933	-3.54038054
FAM153C	-6.07890261	-1.06200136	-1.75479074
FAM154A	-6.0802179	-2.1460155	-3.88744825
FAM154B	-6.15557889	-1.83363275	-2.77345687
FAM155A	-1.32087941	-0.09350687	-0.66494504
FAM159A	-6.17267305	-0.70643242	-1.61861132
FAM159B	-6.17041865	-1.43044022	-2.31717564
FAM160A1	-6.05714588	-1.83184975	-2.69379239
FAM160A2	-1.15897391	-0.21965798	-0.72560497
FAM160B1	-0.98139365	-0.06349269	-0.39482957
FAM160B2	-5.68427061	-1.51734296	-2.08194772
FAM161A	-6.00297692	-2.03656703	-3.05324225
FAM161B	-6.11129264	-2.13317211	-3.2225326
FAM162A	-6.16330624	-2.28489616	-3.97170067
FAM162B	-6.15451818	-2.09727479	-4.42030878
FAM163A	-6.16584198	-0.7204617	-1.67401555
FAM163B	-6.12241835	-0.27195499	-1.29804602
FAM166A	-6.11357812	-2.09113371	-3.96718765
FAM166B	-6.09766451	-1.66908156	-2.38834406
FAM167A	-6.1743638	-1.80603608	-2.98590985
FAM167B	-6.15911452	-1.73159718	-2.88921146
FAM168A	-1.47918459	-0.09217144	-0.66556086
FAM168B	-5.78294458	-0.44698195	-1.40643181
FAM169A	-1.51044522	-0.49110624	-1.04441655
FAM169B	-5.41244414	-0.2839671	-1.32084175
FAM170B	-6.21535974	-2.11271819	-3.73518097
FAM171A1	-1.2772777	-0.26266132	-0.7901748
FAM171A2	-1.38203305	-0.09347157	-0.61804697
FAM171B	-1.89284259	-0.89925783	-1.3854587
FAM172A	-5.63758606	-1.4011163	-1.9799016
FAM173A	-6.2012998	-2.02927515	-2.92236912
FAM173B	-6.07876109	-2.05346556	-3.33361573
FAM174A	-6.22932995	-2.48674571	-4.05051414
FAM174B	-6.17273384	-1.97166801	-4.45141428
FAM175A	-6.07648119	-1.91881724	-2.85135151
FAM175B	-5.58309232	-1.32905655	-1.90117522
FAM177A1	-6.17894673	-1.90332656	-3.01444937
FAM177B	-6.17450454	-2.00004143	-3.08880257
FAM178A	-2.30467587	-1.37556443	-1.70226419
FAM178B	-5.45504934	-1.2864743	-1.99582443
FAM179A	-6.03529309	-2.08250462	-3.33815409
FAM179B	-1.99546482	-1.40334164	-1.6575943
FAM180A	-4.47091946	-0.00276795	-0.90254306
FAM180B	-1.6954636	-0.06643522	-0.81065484
FAM181A	-5.45678133	-0.33439756	-1.33385118
FAM181B	-5.80182929	-0.10688983	-1.06407156
FAM182B	-6.21802046	-0.375785	-1.47520595
FAM183A	-4.74592571	-0.00653914	-0.90651454
FAM184A	-5.9853381	-2.07628996	-3.31440106
FAM184B	-4.99881153	-1.43570063	-1.99377824
FAM185A	-1.76438067	-0.07103596	-0.81738009
FAM186A	-2.21963269	-1.44683106	-1.73426507
FAM186B	-6.13784237	-2.20483266	-3.49815477
FAM187A	-1.74509414	-0.05280413	-0.7426707
FAM188A	-5.14029347	-1.23439639	-1.82175788
FAM188B	-6.03541493	-2.1143866	-3.49023778
FAM189A1	-5.80108827	-1.07345875	-1.75136244
FAM189A2	-5.5009527	-1.36538004	-1.94734585
FAM189B	-6.02639674	-2.06443189	-3.26973435
FAM192A	-2.50623402	-0.71781246	-1.446476
FAM193A	-6.00077604	-2.06717081	-3.3934476
FAM193B	-1.57381928	-0.5107083	-1.07281296
FAM194A	-6.04306387	-2.26744739	-3.27034552
FAM194B	-6.18725049	-2.28458225	-3.6427898
FAM195A	-6.19426289	-0.75200959	-1.67110553
FAM196A	-1.35307454	-0.0912632	-0.67873696
FAM196B	-2.15712049	-0.29819567	-1.18305816
FAM198A	-6.14797488	-2.0487343	-2.98527359
FAM198B	-6.05003222	-1.96744292	-2.92668334
FAM19A1	-1.84275096	-0.03647856	-0.78136129
FAM19A2	-1.84234972	-0.03400163	-0.76462106
FAM19A3	-6.13492333	-1.79911995	-3.41603132
FAM19A4	-6.11956488	-1.59756809	-2.39971275
FAM19A5	-5.45344668	-0.01413486	-0.97607104
FAM200A	-1.32097293	-0.08979583	-0.65942333
FAM203A	-5.5084763	-0.01466763	-0.94540513
FAM204A	-5.79854023	-1.25264327	-1.85235374
FAM205A	-1.26166605	-0.09430893	-0.54891355
FAM206A	-6.13865103	-2.07424175	-3.4913271
FAM207A	-6.19340338	-1.91439792	-3.35925691
FAM208A	-1.33924684	-0.60688034	-0.99081134
FAM208B	-1.84407881	-1.32471425	-1.57123695
FAM209A	-5.63846651	-0.04020905	-0.97655226
FAM209B	-6.21425775	-2.16829708	-3.84279981
FAM20A	-5.36494489	-1.39260369	-1.96222243
FAM20B	-1.92967466	-0.90182848	-1.40387876
FAM20C	-1.3534348	-0.10124056	-0.65391
FAM210A	-6.17425424	-2.12619598	-3.17919916
FAM210B	-6.22032964	-2.3568179	-3.8418159
FAM211A	-1.98247515	-0.01291006	-0.77857537
FAM211B	-6.11998824	-2.00754309	-3.63483321
FAM212A	-5.78383473	-0.73106965	-1.56569073
FAM212B	-6.11680792	-1.89027367	-3.04380376
FAM213A	-6.18250886	-2.18631381	-3.58804837
FAM213B	-6.00171932	-0.87257379	-1.66411751
FAM214A	-1.46559583	-0.70061678	-1.10634688
FAM214B	-2.22719477	-0.76028654	-1.41756954
FAM216A	-6.12851321	-1.9690121	-3.41136569
FAM216B	-6.23143275	-2.49747846	-3.96712851
FAM217A	-6.15256179	-2.15493836	-3.94457211
FAM219A	-5.69066293	-0.67054049	-1.52843794
FAM219B	-6.16746513	-1.78828055	-3.5153067
FAM21A	-6.15043697	-2.6405569	-4.16979857
FAM21B	-5.90571033	-1.31090491	-1.91804094
FAM21C	-6.10716614	-2.14971339	-3.65047703
FAM221A	-6.15499704	-2.1464045	-3.55676164
FAM221B	-6.17794401	-2.23732575	-3.70021667
FAM222A	-2.09632345	-0.00138486	-0.80874095
FAM222B	-3.81017139	-0.9532394	-1.6226952
FAM227A	-6.13586229	-2.12615313	-3.39336151
FAM227B	-6.05463439	-2.22305404	-3.29868887
FAM228A	-5.85582021	-0.75056859	-1.58614035
FAM228B	-6.1503089	-2.00298813	-3.61826043
FAM229A	-6.19932788	-0.34022037	-1.43417881
FAM229B	-6.04086641	-0.2234811	-1.1421672
FAM230A	-6.13552778	-0.2797178	-1.34978347
FAM24A	-6.15708072	-0.31634238	-1.24257887
FAM24B	-6.18883255	-0.34109251	-1.3386654
FAM25A	-6.07923816	-0.26984447	-1.28226993
FAM25C	-6.21384568	-0.38399869	-1.44846097
FAM26D	-6.15681172	-1.83737028	-2.97042573
FAM26E	-6.18008002	-2.08525654	-3.73855899
FAM26F	-6.12714718	-0.8817915	-1.80789459
FAM32A	-6.15753929	-0.73063374	-1.61742383
FAM35A	-5.95026752	-1.59291065	-2.16525762
FAM3B	-6.23904272	-2.35305939	-3.93392072
FAM3C	-5.97894273	-1.35598284	-1.91960955
FAM3D	-2.02245402	-0.53834126	-1.28170178
FAM43A	-3.31488112	-0.0052382	-0.85604615
FAM43B	-5.50392048	-0.02680418	-0.9903843
FAM45A	-6.08369095	-1.92351086	-2.75463356
FAM46A	-1.50149964	-0.0924918	-0.74972131
FAM46B	-6.13604619	-2.00663906	-3.30957877
FAM46C	-1.68790993	-0.06782821	-0.74849197
FAM47E	-6.1166712	-2.03715278	-3.04007127
FAM49A	-1.66684226	-0.54255756	-1.17175366
FAM49B	-1.21075597	-0.08727327	-0.56240252
FAM50B	-5.50566685	-0.61283254	-1.49013824
FAM53A	-5.22514495	-0.2839483	-1.31724667
FAM53B	-1.37645983	-0.09060799	-0.66198493
FAM53C	-3.21305305	-0.81957628	-1.54750971
FAM57A	-2.66574547	-0.4325299	-1.35084839
FAM57B	-5.20860619	-0.50437268	-1.4472133
FAM60A	-1.54905	-0.0904707	-0.69527815
FAM63A	-6.03384223	-2.12139652	-3.07418865
FAM63B	-3.04233376	-1.10932045	-1.6725826
FAM64A	-5.91624288	-1.126874	-1.78939207
FAM65A	-1.31998449	-0.5215867	-0.96201982
FAM65B	-1.65586623	-0.82976997	-1.26861152
FAM65C	-6.13290639	-2.20793216	-3.41767652
FAM69A	-2.57908493	-0.17892845	-1.20000488
FAM69B	-5.91780578	-1.37560925	-1.9599553
FAM69C	-6.18993463	-1.88130992	-2.80619795
FAM71B	-6.06121341	-1.50336313	-2.21962043
FAM71C	-1.84103747	-0.03662062	-0.79739373
FAM71E2	-1.52114359	-0.32719236	-0.99970367
FAM71F1	-6.08462572	-2.06662938	-3.78947069
FAM71F2	-6.10307941	-2.05529934	-3.17148748
FAM72A	-6.03107943	-0.20710543	-1.13432885
FAM72B	-5.82198559	-0.11124863	-1.03331045
FAM72C	-6.22206645	-0.36968527	-1.34721182
FAM72D	-6.03696955	-0.22491924	-1.13437718
FAM73A	-3.40979534	-1.22066082	-1.76462086
FAM73B	-5.96890381	-1.71284515	-2.43945922
FAM76A	-5.85819729	-1.4210805	-2.00069828
FAM76B	-3.14356321	-0.67071011	-1.47712592
FAM78A	-5.55558166	-0.35621592	-1.35720185
FAM78B	-5.76683481	-0.43711486	-1.39602502
FAM81A	-1.57055166	-0.33155129	-0.95831274
FAM81B	-5.99526238	-2.90640028	-4.79369333
FAM83A	-6.25261764	-2.53728614	-4.02027182
FAM83B	-2.37113792	-1.4236319	-1.75504656
FAM83C	-5.74794905	-1.39954109	-1.97769364
FAM83D	-5.50246926	-1.17995421	-1.78885551
FAM83E	-6.18767725	-2.2399679	-3.87185191
FAM83F	-5.59479302	-1.24369717	-1.83972178
FAM83G	-6.0121189	-1.78029169	-2.52304801
FAM83H	-6.08558843	-2.34555423	-3.43324232
FAM84A	-5.25888242	-0.01454524	-0.89840617
FAM84B	-6.14317042	-1.70307879	-2.57269259
FAM86A	-6.11911282	-2.01182389	-3.29504439
FAM86B1	-6.08822736	-2.36602312	-3.62478704
FAM86B2	-6.17616485	-1.92610188	-3.33924782
FAM86C1	-6.18974791	-2.28175378	-4.94693652
FAM89A	-6.21479725	-2.11426216	-4.26611729
FAM89B	-6.16139713	-0.94669526	-1.86859262
FAM8A1	-6.05162394	-1.78295419	-2.68712487
FAM90A1	-6.22220257	-2.3680134	-4.03574504
FAM91A1	-1.91973344	-1.17966232	-1.51970776
FAM92A1	-6.0534062	-1.90835595	-2.57252914
FAM92B	-6.23692767	-2.38647308	-3.89971296
FAM96A	-6.06086779	-1.55449062	-2.16573529
FAM96B	-5.39138262	-0.00885637	-0.95321132
FAM98A	-1.74917399	-0.85531343	-1.32247924
FAM98B	-2.02445399	-0.78362358	-1.36922591
FAM98C	-6.14510033	-2.12277496	-3.37346226
FAN1	-6.02704156	-1.99731417	-3.14388863
FANCA	-5.81185384	-1.9141562	-3.18520867
FANCC	-6.10488287	-2.10591022	-3.28232907
FANCD2	-5.75811235	-1.81697918	-2.98866742
FANCD2OS	-5.3967611	-0.00835656	-0.91985024
FANCE	-6.16004125	-2.24043437	-3.33945583
FANCF	-6.13529584	-0.28701888	-1.18445268
FANCG	-6.14010022	-2.2040536	-3.44312108
FANCI	-5.80591809	-1.84441352	-2.66234289
FANCL	-6.13727535	-2.14428126	-3.69729685
FANCM	-5.79892464	-2.06370278	-3.076411
FANK1	-6.13472874	-2.33332743	-3.78073114
FAP	-6.04184029	-2.0560231	-3.19360612
FAR1	-1.44598679	-0.30428651	-0.88982765
FAR2	-1.74797578	-0.55967819	-1.20661525
FARP1	-2.10289586	-1.34150082	-1.63689154
FARP2	-6.04308696	-2.07137306	-3.28745453
FARS2	-5.70449071	-1.33340969	-1.91254769
FARSA	-1.89011448	-0.99371563	-1.41381329
FARSB	-5.59923725	-1.32431561	-2.02440775
FAS	-2.32164364	-0.21924339	-1.17720219
FASLG	-1.58548651	-0.08721729	-0.74010891
FASN	-1.1304568	-0.40212427	-0.77774795
FASTK	-1.83629277	-0.88911051	-1.36742467
FASTKD1	-6.13086948	-2.64959764	-3.93491467
FASTKD2	-5.59191516	-1.34776598	-2.05554101
FASTKD3	-6.10110129	-2.12900451	-3.34944821
FASTKD5	-6.03151131	-1.90451616	-2.5365683
FAT1	-1.71394979	-1.33761293	-1.5152778
FAT2	-2.27044826	-1.60224355	-1.8546448
FAT3	-1.35428972	-0.8520035	-1.12561683
FAT4	-1.20878011	-0.61944023	-0.92050707
FAU	-5.15624842	-0.01038137	-0.90841817
FAXC	-1.40113584	-0.09412705	-0.68652723
FAXDC2	-6.22074917	-2.38116622	-3.61675777
FBF1	-5.99111244	-2.04440031	-3.35898778
FBL	-1.17755678	-0.08556268	-0.53927057
FBLIM1	-6.09197963	-1.68021957	-2.51045908
FBLL1	-5.68495018	-0.0586891	-1.01760207
FBLN1	-1.23052908	-0.24432893	-0.76072624
FBLN2	-1.74910685	-1.04191491	-1.39484309
FBLN5	-1.11609273	-0.07844732	-0.54496199
FBLN7	-6.14609658	-2.11036146	-3.23774039
FBN1	-0.67011112	-0.10880933	-0.33002627
FBN2	-1.32764092	-0.82987785	-1.08693619
FBN3	-4.36705784	-1.71527746	-2.5464765
FBP1	-5.46286537	-0.61185591	-1.488867
FBP2	-6.01063307	-1.54168722	-2.0945329
FBRS	-1.15820063	-0.08213914	-0.48881017
FBRSL1	-1.40349035	-0.09930065	-0.68170597
FBXL12	-5.57973369	-0.8974142	-1.63805274
FBXL13	-6.09021513	-2.1290236	-3.34952652
FBXL14	-1.91864179	-0.02375288	-0.77706009
FBXL15	-6.10388088	-1.46030153	-2.10674255
FBXL16	-1.46029719	-0.09551611	-0.7506964
FBXL17	-1.31781584	-0.09524682	-0.6310526
FBXL18	-6.17445371	-2.10518561	-3.25307307
FBXL19	-1.06962202	-0.07161363	-0.44339374
FBXL2	-1.70974647	-0.91726723	-1.32563126
FBXL20	-1.48717953	-0.479574	-1.03494713
FBXL22	-6.18524729	-1.41048331	-2.32610922
FBXL3	-1.64645058	-0.33878312	-1.05215841
FBXL4	-6.09432436	-2.02027146	-3.17208881
FBXL5	-1.90588898	-0.91011365	-1.39484956
FBXL6	-6.22977406	-2.38382826	-3.71887436
FBXL7	-1.31993809	-0.09779831	-0.70488079
FBXL8	-6.15061772	-2.1289005	-5.00577519
FBXO10	-2.76478717	-1.33414459	-1.77275458
FBXO11	-0.94583194	-0.05992047	-0.40171817
FBXO15	-2.29125665	-0.75228484	-1.42195536
FBXO16	-6.2065019	-2.28086333	-3.56526103
FBXO17	-6.14677334	-1.9937801	-3.96917887
FBXO18	-1.61541775	-0.92448871	-1.28484276
FBXO2	-6.02611373	-1.48944408	-2.07575096
FBXO21	-1.35858976	-0.28218729	-0.84959324
FBXO22	-1.35858224	-0.09999958	-0.61870622
FBXO24	-5.5376434	-1.4194915	-1.99626347
FBXO25	-1.80938777	-0.57252062	-1.21733788
FBXO27	-6.10299737	-2.12355386	-3.67324572
FBXO28	-1.27372096	-0.09003345	-0.61792712
FBXO3	-1.43292604	-0.45077882	-0.97119946
FBXO30	-1.65653275	-0.6988621	-1.2207388
FBXO31	-1.69358963	-0.55027336	-1.17532308
FBXO32	-1.23186573	-0.08611373	-0.58651468
FBXO33	-1.20667846	-0.08618282	-0.55698678
FBXO34	-1.81840719	-0.76073655	-1.31090493
FBXO36	-6.17610763	-2.00791904	-3.61339483
FBXO38	-1.38972494	-0.64841508	-1.02619292
FBXO39	-2.52274886	-0.44415966	-1.34031788
FBXO4	-6.08390696	-1.78159458	-2.66529037
FBXO40	-6.17429561	-2.23369601	-3.82682216
FBXO41	-1.39622161	-0.29270504	-0.87062713
FBXO42	-2.28974224	-1.24527273	-1.63631563
FBXO43	-5.77198362	-1.39662537	-1.96946055
FBXO44	-6.07280367	-1.77141389	-2.80153329
FBXO45	-1.57271204	-0.08691994	-0.71999658
FBXO46	-1.29142828	-0.25358843	-0.56318286
FBXO47	-3.59224142	-0.94886007	-1.60131668
FBXO48	-6.13433963	-1.58367606	-2.49352882
FBXO5	-1.87748317	-0.77599608	-1.34689542
FBXO6	-5.89667698	-1.24955328	-1.85092982
FBXO7	-5.72588377	-1.53058517	-2.10889305
FBXO8	-1.82525699	-0.33274681	-1.10958613
FBXO9	-3.45072496	-1.04598967	-1.65753873
FBXW10	-5.91357709	-1.94903377	-2.83397647
FBXW11	-1.45369927	-0.46434072	-0.98954347
FBXW12	-4.84841466	-1.20919302	-1.79057405
FBXW2	-1.36647502	-0.09273658	-0.65063629
FBXW4	-2.05504997	-0.92375338	-1.45258433
FBXW5	-6.089976	-1.92124417	-3.04597254
FBXW7	-4.796508	-1.30387008	-1.96074781
FBXW8	-6.01982237	-1.83619837	-2.69427371
FBXW9	-6.16588903	-2.25885284	-3.55812977
FCAMR	-6.22195215	-2.38551622	-3.5951219
FCAR	-6.1703289	-2.09840552	-3.40489094
FCER1A	-6.0955	-1.50961647	-2.15050845
FCER1G	-4.28006185	-0.20379196	-1.26313069
FCER2	-6.10775303	-2.1272625	-3.22170073
FCF1	-5.20333072	-0.79138303	-1.57030397
FCGBP	-4.24303347	-1.69938197	-2.46884137
FCGR1A	-6.17371414	-2.7329252	-3.98179687
FCGR1B	-6.14656293	-2.07594961	-3.08401404
FCGR2B	-5.32870831	-0.30416302	-1.33448143
FCGR3A	-6.19585657	-2.14585982	-4.01869069
FCGR3B	-6.16809397	-1.96100601	-3.47790719
FCGRT	-1.88223372	-0.32074485	-1.11263341
FCHO1	-1.71898603	-0.98277623	-1.3552656
FCHO2	-1.50287906	-0.4819592	-1.05302081
FCHSD1	-5.9246352	-1.98504379	-2.93970894
FCHSD2	-1.89384787	-1.14290407	-1.47761493
FCN1	-6.07570663	-2.11334124	-3.40560933
FCN2	-6.08272181	-2.08534072	-3.07558986
FCN3	-6.0944782	-2.34092881	-3.1649986
FCRL1	-6.09893133	-2.12608963	-3.0160455
FCRL2	-6.14481816	-2.20543135	-3.40646391
FCRL3	-6.09153764	-2.42357055	-3.46200842
FCRL4	-6.08348569	-2.10510914	-3.40304712
FCRL5	-6.12858924	-2.16231498	-3.59858906
FCRL6	-6.08860099	-2.40162326	-4.07939974
FCRLA	-6.17974463	-2.1834217	-3.42218525
FCRLB	-5.99548182	-1.54672263	-2.10231669
FDCSP	-6.02458026	-0.57094327	-1.49918719
FDFT1	-6.04741073	-1.80763292	-2.47927001
FDPS	-2.22689557	-0.76612028	-1.4277437
FDX1	-5.65638656	-0.05027884	-0.98645656
FDX1L	-6.11854582	-1.4514998	-2.22204928
FDXACB1	-6.24937866	-2.4017926	-3.61189143
FDXR	-6.06744154	-1.91988473	-2.7160925
FECH	-5.18245647	-1.27449403	-1.85655647
FEM1A	-6.15918595	-2.12358203	-3.35216862
FEM1B	-1.27898451	-0.09167031	-0.62681981
FEM1C	-1.33623049	-0.09296458	-0.61290027
FEN1	-5.34487093	-0.7622172	-1.55698943
FER	-1.84109067	-1.07823134	-1.46096951
FER1L6	-5.53563584	-1.82781868	-2.89940239
FERD3L	-5.65697115	-0.05635461	-0.9986652
FERMT1	-6.1020808	-2.11188425	-2.90113927
FERMT2	-1.08683339	-0.07510899	-0.49535078
FERMT3	-6.13903721	-2.22023757	-3.39909148
FES	-5.39847859	-1.59169151	-2.13875617
FETUB	-6.12887106	-1.94101817	-2.92754826
FEV	-6.06115614	-1.02266749	-1.84826722
FEZ1	-1.76888916	-0.56334155	-1.20666068
FEZ2	-6.1625167	-2.15569807	-3.70933297
FEZF1	-1.52615808	-0.08783643	-0.69111352
FEZF2	-1.59377984	-0.08157875	-0.77345921
FFAR1	-6.20431013	-2.22940327	-3.73283743
FFAR2	-2.32746362	-0.01360782	-0.79777852
FFAR3	-6.23827246	-0.80036283	-1.72095383
FFAR4	-6.15740379	-1.99034523	-3.12440212
FGA	-5.98988418	-1.82595976	-2.56902166
FGB	-5.72147901	-1.3784641	-1.95310244
FGD2	-5.30874878	-1.24285078	-1.94547726
FGD3	-5.38224704	-1.21181947	-1.91131794
FGD4	-1.80276929	-1.06473349	-1.43830717
FGD5	-1.33310473	-0.40235571	-0.92442705
FGD6	-1.74640482	-1.10655851	-1.40329883
FGF1	-6.15675035	-0.68313335	-1.60502305
FGF10	-1.74824328	-0.05712641	-0.78591055
FGF11	-1.64547892	-0.07583986	-0.76320663
FGF12	-2.67313284	-0.16749856	-1.19361546
FGF14	-1.52151163	-0.09029028	-0.68275463
FGF17	-2.18346729	-0.00579163	-0.80964103
FGF18	-6.02650229	-0.88479526	-1.68615775
FGF19	-6.02242277	-0.20827781	-1.11885601
FGF2	-5.63857059	-0.5430797	-1.47736346
FGF20	-5.44025094	-0.01081415	-0.95068575
FGF21	-6.13020763	-1.53456357	-2.4927868
FGF22	-6.10936305	-1.4669889	-2.27691006
FGF23	-5.14267529	-0.00435274	-0.91211738
FGF3	-6.20454331	-2.03475008	-3.74978654
FGF4	-5.86807937	-0.46719672	-1.41141785
FGF5	-6.19025353	-2.32784408	-3.47374564
FGF6	-6.18371339	-2.09624716	-3.41742085
FGF7	-1.63429053	-0.07603335	-0.75633084
FGF8	-1.44644957	-0.09374347	-0.67758243
FGF9	-1.578449	-0.08101016	-0.6960521
FGFBP1	-5.97355653	-0.1664978	-1.12016749
FGFBP2	-6.06197443	-0.21929691	-1.14658235
FGFBP3	-6.23456037	-2.16332028	-4.07033254
FGFR1	-1.60046795	-0.78335757	-1.22214906
FGFR1OP	-5.19084498	-0.99474857	-1.66543064
FGFR1OP2	-5.51232834	-1.26048828	-1.855939
FGFR2	-1.17419458	-0.22208103	-0.70933743
FGFR3	-2.36682777	-1.26016385	-1.66657857
FGFR4	-5.86238812	-1.67927479	-2.36856768
FGFRL1	-2.36618653	-0.45849588	-1.34615602
FGG	-1.47784056	-0.3151264	-0.87697485
FGGY	-6.0894529	-2.51693264	-3.78117619
FGL1	-6.10423548	-2.12516134	-3.08206671
FGL2	-2.85430042	-0.40364382	-1.34468379
FGR	-1.40930577	-0.29596448	-0.86708763
FH	-1.53740309	-0.32962902	-0.99008935
FHAD1	-6.14459626	-2.26199639	-3.40474741
FHDC1	-2.00757998	-1.14189286	-1.52798328
FHIT	-6.24215559	-2.46884394	-4.22871563
FHL2	-6.12911594	-1.87072068	-3.0385204
FHL3	-1.34764033	-0.0988519	-0.61652807
FHL5	-6.13931839	-1.95958597	-3.02604506
FHOD1	-5.97809226	-2.01186359	-3.00047262
FHOD3	-1.92901228	-1.31614495	-1.58219151
FIBCD1	-6.0934746	-2.15386924	-3.24252205
FIBIN	-5.44536748	-0.0174217	-0.93886883
FIBP	-6.10165209	-1.87452313	-2.6401693
FICD	-1.71793762	-0.06008173	-0.76882132
FIG4	-6.097522	-2.15101184	-3.54597809
FIGLA	-6.11004103	-1.63179097	-2.89125666
FIGN	-1.20408418	-0.08458464	-0.52065139
FIGNL1	-5.24410643	-1.15934512	-1.75329976
FILIP1	-5.70196011	-1.66975115	-2.37437765
FILIP1L	-4.30338698	-1.26808659	-1.91177732
FIP1L1	-1.90011413	-1.17715975	-1.50425048
FIS1	-6.1568317	-1.75190006	-2.74460686
FITM1	-1.40926321	-0.09231231	-0.65953343
FITM2	-6.02639888	-1.40433735	-2.02104683
FIZ1	-1.70882889	-0.06323586	-0.75270887
FJX1	-3.56569824	-0.00417129	-0.86132477
FKBP10	-6.02052016	-1.82966827	-2.78137009
FKBP11	-5.89074871	-1.24066842	-1.84042309
FKBP14	-5.85005988	-0.74899803	-1.57408465
FKBP15	-5.29859166	-1.49999536	-2.16902679
FKBP1A	-4.26551206	-0.00127376	-0.84810196
FKBP1B	-5.51433953	-0.02297869	-0.9456942
FKBP1C	-6.14984599	-1.86197384	-4.25290054
FKBP2	-3.96755768	-0.00698061	-0.85826744
FKBP3	-2.34179291	-0.20832112	-1.17339857
FKBP4	-1.92201242	-0.78560584	-1.34023431
FKBP5	-1.6339786	-0.33889591	-0.98150256
FKBP6	-5.47888565	-1.24563819	-1.83929479
FKBP7	-6.15642732	-2.09929087	-3.5450706
FKBP8	-1.33895529	-0.09178604	-0.67617392
FKBP9	-5.84829385	-1.52833002	-2.10997039
FKBPL	-5.98612319	-1.66598434	-2.35507787
FKRP	-6.11493098	-1.96721808	-3.0019633
FKTN	-5.87687063	-1.54985354	-2.2892038
FLAD1	-6.0400012	-1.86311324	-2.72705553
FLCN	-2.77966605	-1.05026154	-1.61245186
FLG2	-6.17729529	-1.4311333	-4.99333503
FLI1	-2.21828429	-0.77341433	-1.42259333
FLII	-2.07740028	-1.3615187	-1.66283214
FLJ00273	-6.15932224	-0.98200691	-2.96161115
FLJ20306	-6.21989246	-0.39456993	-1.60018554
FLJ27365	-6.15588038	-0.96925134	-1.85308396
FLNB	-1.98459438	-1.43496377	-1.66230618
FLNC	-1.49173356	-0.96790019	-1.26083177
FLOT1	-5.78064596	-1.4542131	-2.16239684
FLOT2	-5.88553235	-1.58445159	-2.17761479
FLRT1	-1.56599458	-0.08365975	-0.69949671
FLRT2	-1.53523016	-0.3305157	-0.96242253
FLRT3	-1.81170194	-0.75902141	-1.29059369
FLT1	-1.3010247	-0.50083573	-0.93939091
FLT3	-1.77174972	-1.04945846	-1.40800325
FLT3LG	-1.47792563	-0.0922226	-0.692377
FLT4	-1.18838816	-0.33688463	-0.78709083
FLVCR1	-5.95467882	-1.61636496	-2.20211173
FLVCR2	-5.80774374	-1.43078449	-2.0037092
FLYWCH1	-6.09133697	-2.11721784	-3.19114461
FLYWCH2	-6.03659089	-0.21161519	-1.10325607
FMN1	-5.95882584	-1.92866925	-2.63623511
FMN2	-1.5185654	-0.8040793	-1.17403612
FMNL1	-1.43833493	-0.58902878	-1.04832988
FMNL2	-1.60446996	-0.86142262	-1.24722422
FMNL3	-1.62638326	-0.92866017	-1.27094579
FMO1	-5.35528881	-1.34719655	-1.91996139
FMO2	-6.21396268	-2.30483954	-3.82546339
FMO3	-6.09258786	-2.10500155	-3.2572331
FMO4	-6.18043367	-2.26358638	-3.55413361
FMO5	-6.14688083	-2.19699208	-4.10965804
FMO6P	-1.91066325	-0.03984042	-0.81819355
FMOD	-5.82680316	-0.98562711	-1.69916937
FN1	-1.70465122	-1.3210792	-1.50661886
FN3K	-6.00510383	-1.65592676	-2.2768779
FN3KRP	-6.20102627	-2.21158728	-4.63164696
FNBP1	-1.52479633	-0.49554845	-1.03706131
FNBP1L	-1.787662	-0.88351398	-1.3380012
FNBP4	-0.89481311	-0.05409314	-0.39909173
FNDC1	-2.17312994	-1.43712802	-1.71021264
FNDC3A	-1.41092484	-0.66106547	-1.0762962
